Id,Notice,Value,
d09c379751c8ee1acf635d1b09652923," ","Základní informace",
d800fe938c9dde01729fe00c51a107ed," ","adresář",
00a6ae0599ff039144806cb3266a903b," ","nemůže být prázdný.",
14ede1b3aff131126cca56ec989ae922," ","Začít pozadí čtení nahlas, nebo obyčejné? Můžete jít do nastavení zvuku pro nastavení výchozích možností",
af750e87dfda463f31b124cba06aec7a," ","Nejprve vypnout automatické rolování",
be93c95267d493e0ca36dd41e8aeb1db," ","Stahování bylo dokončeno!",
6acb3b449c78553f9e8de3dca2590fda,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Ke stažení zastavit!",
96bb35efbd97e973584fc400bc155c1b,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Stáhnout v následujících kapitolách",
58a121c10ccd0755d0874e9d8c591918,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Stahování {0}, {1}, {2} nebyl stažen. Aktuální stahování:",
1b60f059d3cd9ec288545faf95dc285b," ","Zadejte název záložky.",
cb5e100e5a9a3e7f6d1fd97512215282," ","chyba",
42010dfe34d331018d5eea58fa048f64," ","Přepnutí do režimu se nezdařilo.",
38b9440651a9409acc71403f02ddb7c8," ","Zadejte \ ukončit režim na celou obrazovku",
c9830f3b0470e0006c6eda9f4a14e821,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Není nutné instalovat balík čínské hlas, přejděte na nastavení (ne pro zřízení) nastavení hlasu > >upřesňující nastavení, zkontrolujte, zda je čínský jazyk hlasu.",
a3e02fa1a6cdd74b97174003c1346827," ","Dosáhl na první stránce",
e878ba8c0d3fa1c3773c7f8cf78fdbcf," ","Předchozí",
a498d3d7ee7d084c3c8252068f73abe4," ","Dopředu",
e33a1256b2d1414f61c0e753b0b12a63," ","Další kapitola",
f3a072b2e7f2aab831d0908f294f135e," ","Ponechte toto rozhraní není zastavit stahování.",
fc916ee83fad4c280a91aee8e5047efd," ","Nezdá se být připojeni k Internetu!",
c3f07320c25b8a6686481dd26dad4da9," ","Zvolte prosím",
99b79007ca3cb8e86456776633bdd665,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Ke stažení",
ef7985af75743875a4e0c248574b3eec," ","Obecné čtení",
b309c671672ff440f6abc6e86704b6ae,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Ke stažení (doporučená rychlé stažení)",
6edb279de6e7061ce548d309a94d1210," ","Noční režim: vypnuto",
988df165cc538cd75492594fb43ecf00," ","Noční režim: o",
f66be7a14a4547dc891689c33db53e59," ","Čtení nastavení",
4d07494e6b31bba3b45d1eb5a9bcb9c4,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Stáhněte si tuto kapitolu",
2255891b91172c11604f09dd4f4203db," ","Předchozí kapitola",
aa893ebdefd1af711a6c10c22165f334," ","Převod textu na řeč",
62d70c3ab435d452cf910f530e29a619,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Stahování zastaveno",
7faf231069c79a26652d68d676afb47a," ","Skok pokrok",
c7b8533ff7e66c21435b0672710b6827," ","Zadejte prosím platné číslo 0 ~ 100",
8de7fc44ad2f84fec1f59048652f6069,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Vyzkoušet nebo koupit rychlý download",
6147ad1b487ea3175bf410f00e188ada,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Ke stažení (inzerce, nákup profesionální verzi odstranit)",
0c37fcef3acf12e53e5d2db36ab8ead5," ","Řeč byla zastavena.",
b252282073cb5982f681f72fd96024f9," ","Lituji, nemohu spustit řeč!",
b5a8ec8c6eef48914ee5fe73f70ec2e3," ","{0} byla přidána do fronty stahování.",
eaad7c2018aaef45a3af4a625890e3bc," ","Zrušit a vrátit se domů",
ba7550704393de68568874db04b92702,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Tam byly nějaké problémy, zkuste to prosím znovu! Pokud chyba přetrvá, zkuste stáhnout zdroj pro kapitolu, nahradit nebo odstranit knihy ke stažení",
d91a4cba795fd26cb76a00d728ab2a63," ","Dočasně nelze získat obsah románu, opakujte akci později",
193ebd374e4de76e0c211747f189028c,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Došlo k chybám při stažení sekce",
a3cfe7cbbcf71e7be2e766de325eae2d," ","Ignorovat a pokračovat",
b2627e81115955337af3e69b65692a28,"You needn't translate the text. Unless you turn on the online book function for Chinese users","{0} byla přidána do fronty stahování.",
36711434d88f4d2fdb28b81ffb7ef6a5,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Aktuální stahování probíhá, zastavte nebo čekání na stažení na dokončení a potom stáhnout novou kapitolu",
0c6e5d82a03b167eaa58c09a2aa5b815," ","Všichni máme špatný dny",
5bddbcd4449b7bbfe3ed21c6c834ec44,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Nechte toto rozhraní způsobí, že stahování zastavit.",
67447f7e5d140719d13625e577004700," ","Zpracování, čekejte prosím",
a14fa2166ed698f3d04061f57e5ab9b9," ","Načítání",
34bd73951b4fd3f310948d5ff0ab3441," ","Chcete-li vybrat více než jednu",
a33ddd3b6531c3bd5d006e6fd65f1229," ","Chcete-li vybrat více než jednu",
61242e9f754401607d81f5d2095cee3a," ","Knihovnička hledání",
b9a403d9d7a86e2b033b852aff690ac4," ","Načítání...",
77401ea47594854b5c20f083047c33f5," ","Odstranit pouze souboru s hlasem",
495c3889dfa3d011d7295d6976591dc6," ","Export do pokrytí",
f6e3abb8b9e7dd47e99f02e405709439," ","verze {0} {1}",
7adb6458badf30672fd61b6ed9b9e3b5," ","Části softwaru může být od sítě, pokud jste porušují vaše práva, prosím pošlete zprávu na yfreader@yinyue200.com <br/> <br/>nebo názvy jiných produktů mohou být ochrannými známkami jejich příslušných vlastníků",
d6c5c00bec1027a39b4b3919ba68da37," ","Licenční smlouva",
306a62944b3a5dabaf7035ce45b47267," ","prohlášení o zásadách ochrany osobních údajů",
78e2b99ca31ea4fcce81fb53de82e6c3," ","Kniha již neexistuje nebo byla odstraněna",
01927eac784debb204dea4d21d1b8cd8," ","informace",
a4db069238d8d89f372b686769c2a604," ","adresář",
ed091b47af84c07cfe969247e61a1f15,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Přejít ke zdroji",
987bdc9d763d9656ded5e0253d28f770,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Budete muset kliknout na stránce adresáře ""Switch na tento zdroj"" projevily",
06077a433c30fb3b8dce7ae5996f619a," ","Vybrat umístění",
74a7475cad9677ba41b4ccbc6a222d8f,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Stáhnout vše",
b8134f85a74b3920ff131c916dbf071d,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Úvod k zatížení sítě",
2f4b2e23ac9742c76ce4cf15dd66433f,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Ke stažení zdroj: {0}",
80a0d7c704dd277483df1b4f8eb961d9," ","Obnovit oddíl",
5ab8a6b8508a710d02102eec7184a452," ","Selhala!",
ca427b3f4b5b4e4018787e96a7920573,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Změnit zdroj pro stažení romány",
c98a3f50a5d9959de819145f22202016," ","To je místní dovozní knihy",
3102be5b9306de12b8bd645c06fa585e,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Je mi líto, ale kapitola seznamu data není platný.",
5a65aee8789bf00cc8241a2f6bfb544d,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Omlouvám se, Chyba analýzy části uvádí data.",
72e4c614a827ae7172b0f2db5e945869," ","záložka",
8c10fdaffa1194375415263aec016f6c," ","Sekce přesunout do dolní části seznamu",
adc5a4368fa48441d2fc6eeea059e1f4," ","Kapitola seznamu na záložku",
53b347b7048f7abf4c9f35552ac5c298," ","Kapitola seznam top",
beb3c7b9b84b19abbea4a52b9a0a1cee,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Aktualizace je dokončena. Klepněte na tlačítko OK se vraťte do police!",
364b3c4617ce8abd033a23ca16710e1f," ","Došlo k chybě.",
8981f0b224cd1fbf94ed9f0811732b32," ","Obnoví chybu kapitol",
f3cd462c40a8f408171cede0fa6ddf94," ","sdílet",
2659c9139ee8bdd4d0504795c8db8b9a," ","Podíl na?",
74004a25e517903140e99be92654a041," ","Já jsem... Promiň, ale sdílení selhání... Kód chyby: {0}",
2ea379700b3589b6ac480ea8e5ebc512," ","Ostatní sdílení",
610fac2c6e60970a6ba71927f0c1ae3d," ","Tady je dobrá kniha, se můžete také podívat na {0}",
d50e625497218b93d1249e5dae53f8cc," ","Sdílet aplikaci",
8f8c669401044b0bd458648c02320926," ","Regulární výraz používá k nalezení sekce chcete dozvědět více, klikněte prosím zde",
f677171484f7456d13f2bd9ccc4bc94b,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Profil stáhnout adresář, jakmile je dokončeno načítání.",
6906830459d60629dc34a5f31d5e1641,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Stáhněte si knihy znovu po dokončení načítání profilu.",
2eed1a744433034f759eb020269222cb,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Později osvěžující ""{0}"", má byla osvěžující {1}, {2}.",
7c716ca43d80e5226e97df40901afd81,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Po klepnutí na tlačítko Stáhnout adresář v adresáři stránek knihy budou přidány do police",
809c638fc3928737294187ac1d4865e0," ","Neplatný název knihy prosím zkuste znovu po změně knihy!",
2a3858cf6d51e263be55e9be819aff41," ","Jsme dočasně schopni získat tento román, opakujte akci později. Kód chyby: {0}",
7e9cd7ac8d16f182c2c0fcd734d550e9," ","To je místní importovat books, rozdělovací funkce nejsou k dispozici. Můžete jít domů >z mé knihovny >dlouhé stisknutím nebo chcete-li sdílet knihy >Export knihy podělit.",
0cc1bb2ad253c9e53b37998e7ec92c24," ","Náhradní obal knihy",
bd430bffe7bc2eb54c274eec3ada6b1e,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Adresář pro stahování",
816879e7d23367479d3520fb710b0970," ","Načteno {0}",
7d1dadf8c47a38178c0f610d73d40f82," ","Nová kapitola je načten do {0}",
32653d660d6f84aaae6b8c9f541a9d7c," ","Načítání...",
9888b83e95fdb55ce3d92862892b5980," ","Žádný profil",
28a1d088d9b44407d4815a14a556bbd3,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Nepodporuje ani stránkách románu",
6f3d60f8f8cdacf828037b3103239f6a," ","aktualizovat",
719d22977ebea23a69694415ea704a73," ","Je načten do aktualizovat",
5b20ad083b3495ee81a7e444e513bc8b," ","Chyba při zápisu do krytu! Automaticky ignorovány.",
a5eb26b7a73a9be7a9fe1e0b11218c0f,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Tato funkce tím, že rozebere webové stránky adresy kde seznam románů, offline ukládání do mezipaměti z oblíbených románů (řeší pouze adresář verze počítače; a zobrazí pouze nastavení vyhledávání stránek)",
65ca0782e3b0ff1e2c90b17edb7164ef," ","Pracovní volno funkce projeví pouze jednou, se projeví okamžitě ukončete software",
dc615c71c75159f1241295a68532e9e6," ","A buď",
82bf182b5496a2f6669035c611a8ba2a," ","Zastavit v případě dosáhnout čtení",
6d8cdb3f42da88bfa057fe2be72b75a8," ","Další informace o funkce Cortany",
bb2e4ef58f4725e462109041842b04a1," ","Vlastní Cortana k názvu softwaru (a po restartu se projeví)",
146c96e98e7cbd15bb3f50ae3e73859f," ","Výchozí čtení",
d56f41bdddf75bae61ed4767d8f299d1," ","Čtení na pozadí",
51bdbc5eb6f678d989d41f0a3e7e6527," ","Obecné čtení",
a09256d024fe5fe071e20cdc0f6dd830," ","Zrušit nastavení",
ed46b38d0466e14346c1fb3fd26297d2," ","Rychlost čtení",
52f64da70f4cb272e538222b95ea7950," ","V Upřesnit nastavení softwaru ""rychlost čtení"" a ""rychlost"" Zobrazit překrytí",
45eba65eb197cb75a452ee3c394985f1," ","Zakázat pozadí text-to-speech funkce může zrychlit rychlost spuštění softwaru",
9c6b35f999bead4a23ee350c74c51b3b," ","Deaktivace pozadí řeč",
9897d89c30b50632d144a875d5ed5bca," ","Upřesnit nastavení",
6ff25ac0989d09122fe2051d385d6e1c," ","Načasování vypnutí",
908bcfa2bdf0825b64f71f7acc5ae8a8," ","Náhled",
69edc9a7545f5952f2eb8bb477b7bfd5," ","Ztracená kapitola se snaží automaticky importovat TXT souboru",
56ae3e94df263fa7a65c3848367293b6," ","tmavé",
c2078d547e9637a4ca51a251ca892ab6," ","Systém",
fad60fa1b631416df4095f316062decb," ","světlé",
5ac80a7934edbfd5b6a8efdc393b0cd1," ","Resetovat software",
8d8f6ae4783dca312bbeabcbc989123f," ","Odstranit vlastní pozadí domovské",
acf391897e17af7ac972a64962ed8679," ","Potvrdit před ukončením",
ec7072431c87349c94bc53f342b6ef5d,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Zobrazí informace o stažení",
1c5cc01e1076f8525a7493b0e33ec7ea,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Zobrazit pouze názvy kapitola",
d22b6efa1b10dc4c06ebc2ceee51183c," ","Vlastní dům pozadí",
de08c730e0359d1174b474d641934734," ","Doma po klepnutí na tlačítko zpět k zavěšení",
c311dcc462c2723d9b940d1e469c4579," ","Nedávno četl pouze kryt displeje (grid jako uspořádání)",
58a73ddd04023e7bdcd987d747196b0f," ","Obnovit výchozí",
99049f7743ec8137f3e25eda978cd424," ","Software témata",
5b7d0c02f4ec0fcb3867c8f9ef1b6ebb," ","V tlačítku hodnocení poslední přečtenou stránku.",
14c570ef45967bb84f27fa80f7dfd7fe," ","Pokuste se najít chybějící knihy",
a2bbdd1a54fd20b832415b3df9b6951c,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Sekce seznam",
87cbc727c79de38014a4592b4ee14378," ","Výběr písma",
a0101e72223b4398aa6e7bbb308bf15e," ","výchozí písmo",
36c63a87499e7f7a3db4c154255e3d73," ","Import souborů písem (TTF)",
c4bfdf172808307c7e744c034abad28f," ","Lehké čtení obrazovky dlouhý",
6b6407178688c76cf63fb65521f4e8cb,"You needn't translate the text. Unless you turn on the online book function for Chinese users","Automatické čtení kapitol",
7e132e40115d73995294628419cc4d82," ","Auto-scroll speed (volitelné)",
3841e5320722b25396ece8c3d3e96158," ","Výběr pozadí je automaticky uloženo.",
31efd81819bbe7dea7f80978b57b9865," ","Vyberte barvu pozadí z přednastavené barvy",
2dcd3c8cd70f216e1398afbc96b8aae2," ","Vlastní obrázek",
f7ea954fbfdf88c9ef63e8d561f33a44," ","Ignorovat prázdné znaky a další funkce, kde odstavec?",
f2da4cb1cf445f069fe9469664471f3f," ","Kde zapnout noční režim?",
9fda718ee2f1cf73b7ec1b85a06c7b50," ","Přednastavený obrázek",
1059208e20fdee50e71de30ccfa0315e," ","Prázdný obrázek",
70085e7dd9a572ac8d7fb107f2ed79f6," ","Aktuální barva pozadí:",
3387de75cb654c7ff9630dd1e327b4dc," ","Převod s",
6be9b2b87222dc44c23741bb8b9165ed," ","Nepřevádějte",
934d2630532d54ba1c9cc83a421a8921," ","K tradiční",
3cca37597bb3a59bafc2bae861602cc7," ","Chcete-li zjednodušit",
3a4257b181c68e306fc7f93cd679d9e5," ","Vypnuto",
46c49fe7b4453a8b22ebabdcbc327714," ","Pouze horizontální obrazovky",
0f434f26f65bcedc82a0a95109c15f89," ","Kelvin",
37ec5b3723d02dae2a178f148838ca6a," ","Dvěma sloupci zobrazení (režim posouvání je neplatný)",
1d08246170bc27a10670182ec077f3e2," ","Zapnutí tučného písma",
bb3db65142afd55de38bde6f4efe3f5e," ","Použít obrázek jako pozadí",
9272366e585c8d33058284594f1226bd," ","Kde zapnout automatické rolování?",
9fa091221017ef9469f7a115a660803d," ","odebrat",
a4384a19e7bbc57a9cea2ad18105c8cc," ","Úspěšně odstraněn!",
7541b9ee52d33f956121fc68b12fe512," ","Importovat TXT, EPUB, FB2, YFB soubory",
8b57a3bc3ecf56e3c715d5bc70489e71," ","Omlouvám se, došlo k neznámé chybě!",
2afa97007542298737aff364c74222fe," ","Stále ještě nečetli",
c6f10221224f1cdff3ab3ac8f8799d78,"You may need to change the semantics for your language","Čtení nahlas převede text do audio souborů na pozadí, protože zvláštnost vyžadované části převod formátu souboru. (3500 slov v místní dovozní knihy pro kapitolu. ) (Prosím zkontrolujte, zda k převodu kapitoly online knihy lze stáhnout, převod se nezastaví před žádnou sekce ke stažení. )",
50d7b5e36ff426c02eb6cbbbcc1743c4," ","Můžete být v mé knihovně rozhraní vytvořených zvukových souborů lze odstranit uvolnit úložný prostor",
3e950068cd6f491888bf971b1f9495d7," ","Počet kapitol",
b112aca103f47a5fb6c48e8f9ca66f3c," ","Pokud chcete pokračovat v přehrávání souborů, které byly vytvořeny, přejděte prosím na hlavní rozhraní >přehrávání",
6c05aeeb7d90dba7b0e9b95c10374b2a," ","Generovaný soubor nahradit",
a3c6916634cd5387857d24abf2e08e69," ","Spustit sestavení",
3e20ea6c22588762777039ad52648e0e," ","Žádné soubory odstranit hlas",
edf98f1565cbeffd51b2edb6014ee2f1," ","Určitě chcete odstranit v knihách čtenáře '{0}'?",
f7c31f72d4ba5d120f1e6037b69e7db0," ","Určení, čtenář, který chcete odstranit těchto {0} položek?",
4ee06c9e10a5b51617f4bd70a3548f51," ","Chcete odstranit?",
4186e2aeffe90cff008fa7950b7e6b56," ","Příprava na čtení pozadí",
a517760ebbbc6e7df43819dc5cdb0c04," ","Police knih pro vyhledávání",
9977ae0924d760663a08b3ac315f10e3," ","otevřeno",
7a2629b7b07bc7846a330a030aeb1aa5," ","Nejsou k dispozici pro vývoz žádné knihy!",
acd158c17f7152f8a39a8ba066fe1b21," ","Soubor balíčku ""Fly Reader""",
0151cbcd494c804b69034fb2bc3ee164," ","Packet import je kompletní! Můžete použít správce souborů k otevření knihy softwarového balíku pro import",
ba7e8a55f7f8a2cc0b82c96ea940807a," ","Nepodařilo se vytvořit obal!",
20d899a633d125187b428ea26da0b41a," ","Nahradit vše",
e9eec6b9e8596d928f11b439f89dd128," ","Import ({0} souborů, celkem {1} souborů)",
d5ae0d23f68efefad1beca2dce060adc," ","Import byl dokončen. Klepněte na tlačítko OK se vraťte do aplikace {0}. <br/>Číst román, prosím, otevřete software (nezahrnuje funkci ""sdílet"" otevřít software)",
5ab7060016c7ff7dbcde1f1697a2291c," ","Tento soubor je prázdný, opuštěné importovat tento soubor!",
2398e2ed49a75595dc1097dba13b89ba," ","Při importu došlo k chybám!",
fdef48c379f9e56b1e9c390434612bae," ","Kniha se stejným názvem již existuje, pokud chcete nahradit, je přeskočit a změnit název souboru a opakujte akci",
d7ff38acc5383a489fc1224bfe1ddf47," ","Název knihy (bez přípony) nesmí být ""other1"" Shared ""a"" PlatformData ""dal k importu souboru, jako je potřeba importovat, nahradit název souboru a opakujte akci!",
4c4f1a34ecc6f9b6395471dd4365d0db," ","Délka názvu souboru překračuje 50! Chcete-li pokračovat v importu, klepněte na tlačítko ""{0}""",
f5a709cb7491a113ef64d195aaf4886e," ","Soubory bez přípon! (Opustil importovat tento soubor)",
dfa1e60b8f3f2050f8635760971eba7a," ","Ztracená kapitola být chytrý? (Umožňuje automatické rozdělení kapitol románu)",
7a6bd78091c46f00b3a6f3df3bdb397d," ","Verze je příliš nízká, nelze otevřít, zkontrolujte aktualizace softwaru!",
5e2edf50d557483f14fe03a89f07e7cc," ","Tento soubor může být poškozen",
63e61d1d5a8c2b543bd529878bd13dd7," ","Název souboru zachycuje",
107461687928da13507340f7180cea4c," ","Zachycením názvu souboru (to již vyzve)",
7c1a91eac24a021c904e959c7f83152d," ","Určitě chcete ukončit?",
9dde360102c103867bd2f45872f1129c," ","nahradit",
cd7e1aadcd2da1d4590bd09886edb549," ","Prosím vyberte knihu a klepněte na tlačítko otevřít.",
b150c7aee75745f86910047addbe16a7," ","Nepodařilo se vytvořit {0} knihy!",
72ef2b9b6965d078e3c7f95487a82d1c," ","přeskočit",
44981e3aac654dc2ecd7b2cd3c5b2a6a," ","Vymazat historii vyhledávání",
cec85b6f646c5c508a5b5fe24ceb52f2," ","Import, TXT, EPUB, FB2, YFB soubory nebo JPG soubor použít k nahrazení pozadí domovské stránky",
46e4d85ef6b2fd701c49f88304bf92f1," ","Všimněte si, že toto pozadí po čtení nahlas funkce doporučujeme pouze pro generování řeči soubory exportované v mé balíčků knih bookshelf pro používání mobilních telefonů. Pokud potřebujete hrát na vašem počítači, můžete přímo vést k dalším oknům pro pozadí čtení.",
2d223e38654435d2047cc88975b51cf8," ","Je sorry, objevil se má některé chyby <br/>možná z důvodů:<br/>číslo 1 a ne dost paměti (RAM) nebo úložného prostoru;<br/>2 a žádostí vytvořených z kapitol příliš více; <br/>Pokud automaticky otevírané okno této chyby a všechny chyby z pokroku je přírůstky, neustále po klepnutí ""začal generované"" tlačítko k řešení tohoto problému <br/>Poznámka: možná šance na zvýšení chybovosti, bude tato instalace softwaru v SD kartě.",
5ba8a053731ad78871f7b666aa96e120," ","K provedení této operace v tomto okamžiku, zkuste to prosím znovu po restartování softwaru",
61d490d0a77ccf1804dfeb90b0f867f5," ","Je mi líto, ale existují některé chyby <br/>možné příčiny:<br/>1, nepodařilo se přenést seznamy stop. <br/>2, proces na pozadí je neočekávaně ukončena, restartujte software a zkuste to znovu",
aa5c3e6ad7daa807bd752708b2cab303," ","Opravdu že chcete pokračovat? Není doporučeno generované částí je větší než 100, to může spotřebovat hodně času.",
45fb1d2618b46eebff7ea4854dde987e," ","sekce {0}",
5c8790ff21f87497b3ce6efb2200469d,"You may need to change the semantics when writing in a right-to-left language.","Po dokončení přehrávání, vraťte se na obrazovku ""zákulisí projevu řízení"" a klikněte na tlačítko ""Zobrazit přehrávání kapitoly"" a pak stavět zbytek obsahu. Pokud obrazovka ""zákulisí projevu řízení"", můžete zadat hlavní rozhraní, pak klikněte na horní levé části obrazovky tři řádky tlačítko najít tlačítko přehrávání, klepněte na tlačítko Enter.",
f775b5a5c3905d5b52e5c10f205d1b5c," ","Byla dokončena, vraťte se nadále budovat",
97acccecc762d8ffdc3d12dcf6372144," ","Do textového pole zadejte celé číslo",
f76b334eb05eae5539b032d428ada618," ","Spustit sestavení",
bba236c42a1fc0f8cbd4a4779d2f6f7c," ","Probíhá generování",
1a839128c22d18d2463890600e7d4cdf," ","Pokud jste schopni hrát, mohou být způsobeny z následujících důvodů:<br/>1, soubor je poškozen, zkuste znovu (Poznámka: zaškrtávací políčko ""nahradit soubor vytvořený"");<br/>2, nízký výkon, na pozadí nemusí přečíst;<br/>čtení 3, proces na pozadí nelze správně spustit (klepněte na tlačítko Přehrát, karty na pár vteřin, ale nehraje. ), Restartujte software nebo zařízení <br/>Pokud se opakovaně zobrazuje chybu, použijte funkci zpětné vazby na naše názory ~",
00d23a76e43b46dae9ec7aa9dcbebb32," ","povolit",
3e1350db63368fe2034f3692984db964," ","Dočasně nelze zobrazit",
6b041ef73425a95c3481118a3409ad31," ","Se zastavil řeči na pozadí, kterou chcete povolit",
e9a71f6b8e24e41e6ef1f40e690f5276," ","Pohled na aktuálně přehrávanou kapitolu",
7f02cfc28d206bfce07f009885187d47," ","Ovládací prvek Backstage řeč",
7b83d3f08fa392b79e3f553b585971cd," ","upozornění",
972873f4f06fd316df888b231ec7c832," ","Odstranit data dokončení, prosím restartujte software",
4f11d5fe00a071e29f49a99819a6e1a3," ","Seš si jistý? Tato operace odstraní všechny romány, stažení a nastavení inicializovat!",
d89c21567736044d8abff06c431b11cc," ","Obnovit počáteční nastavení je dokončeno, restartujte prosím software",
cb3e63c13a82b12f1168c04eb4e80c42," ","Obnovit původní nastavení? Nedojde tím k odstranění stažené knihy.",
2740964efb6ea7a3877ab3fe86389c2e," ","Prosím restartujte software aktualizovat toto nastavení!",
2d5d284ad19ba86c9882534fe0180b7c," ","Odstranit vlastní domovskou stránku pozadí úspěchu",
2f85e23db8cdea8b7a6e75d452ac803c," ","Byl dokončen, Nalezeno {0} knihy",
401ddaee941bd41fce4830bfd06c1f2a," ","V současnosti má vlastní domovskou stránku pozadí, bez provedení operace odstranění",
2172550908be8aecb7ee21a3e10d03d3," ","Úspěšně nastaveny na pozadí domovské obrazovky",
2a72666c75e17285bc1e170fb25cb16f," ","Deaktivace pozadí řeč",
360a06ca5005ea47fb9b04a537a55181," ","Zapnout pozadí převod textu na řeč",
8959ad55f23248a9aae05d347b09dd5e," ","Vypnuto",
8d0b301bab7837e3bc9d3d8b74a09663," ","Nyní zavřeno",
849e6a485ae482afd4fbae883d5db72c," ","Vyplňte hodnoty, které jste vybrané, čas vyberte pole",
6632e1991257ba382ec0f80da7f56efd," ","Opravdu chcete povolit?",
568191103d8f90e539d0ca72ce02537d," ","Po {0} minutách",
cafc9519d240de2132cdfffdfbdbb91b," ","Rychlost čtení: {0}",
ba017447d8c64e59aa4068e4c2b6bab2," ","Spuštění čtení se nezdařilo.",
c659d64dfbe18e6a7c662f9fc6e53d32," ","Opravdu chcete deaktivovat? po deaktivaci, hrající obsah může i nadále hrát, ale nemůžete jej provozovat v softwaru, ale pouze prostřednictvím operačního systému tlačítko pro nastavení hlasitosti a nebude možné spustit nové pozadí čtení",
b838695318518992a26d78068cb19776," ","Při analýze souboru písma selhala! To může být poškozené písmo souborů!",
082b4aedfe03c54e12fa3cd9eafd4472," ","Vlastní barvu pozadí",
f2a6293fea00656304594fa92b3f4bf0," ","Zvolte barvu písma",
2c99c56ee15747fff4d038105286d371," ","Odebrání bylo úspěšné.",
18ae883e01b58dfd6da6ba5f7fa07af3," ","Odstranit importované soubory (TTF)",
4c6fe5e58b422d9e55a3836d8b59c320," ","Mezery mezi řádky:",
e695655988cca623b3375e1e419c8cbc," ","Jas:",
